DOI,Publication Year
10.1002/chem.202003206,2020
10.1002/chem.202003716,2021
10.1002/chem.202004345,2021
10.1002/chem.202005217,2021
10.1002/chem.202100528,2021
10.1002/chem.202100733,2021
10.1002/chem.202101291,2021
10.1002/chem.202101692,2021
10.1002/chem.202102405,2021
10.1002/chem.202103102,2021
10.1002/chem.202103480,2022
10.1002/chem.202103781,2022
10.1002/chem.202104041,2022
10.1002/chem.202200555,2022
10.1002/chem.202200835,2022
10.1002/chem.202200874,2022
10.1002/chem.202202810,2023
10.1002/chem.202203792,2023
10.1002/chem.202203988,2023
10.1002/chem.202300263,2023
10.1002/chem.202300939,2023
10.1002/chem.202301113,2023
10.1002/chem.202301892,2023
10.1002/chem.202302144,2023
10.1002/chem.202302338,2023
10.1002/chem.202302709,2024
10.1002/chem.202302835,2024
10.1002/chem.202303289,2024
10.1002/chem.202303382,2024
10.1002/chem.202303401,2024
10.1002/chem.202303725,2024
10.1002/chem.202303886,2024
10.1002/chem.202304256,2024
10.1002/chem.202400360,2024
10.1002/chem.202400433,2024
10.1002/chem.202400442,2024
10.1002/chem.202400603,2024
10.1002/chem.202400685,2024
10.1002/chem.202400962,2024
10.1002/chem.202401188,2024
10.1002/chem.202401540,2024
10.1002/chem.202402168,2024
10.1002/chem.202402363,2024
10.1002/chem.202402437,2024
10.1002/chem.202402509,2025
10.1002/chem.202403082,2025
10.1002/chem.202403296,2025
10.1002/chem.202403577,2024
10.1002/chem.202403709,2025
10.1002/chem.202404219,2025
10.1002/chem.202500130,2025
10.1002/chem.202500255,2025
10.1002/chem.202501845,2025
10.1002/cjoc.200690141,2006
10.1002/cjoc.200890175,2008
10.1002/cjoc.200890290,2008
10.1002/cjoc.200890291,2008
10.1002/cjoc.200890329,2008
10.1002/cjoc.200890364,2008
10.1002/cjoc.200890387,2008
10.1002/cjoc.200990078,2009
10.1002/cjoc.201100442,2012
10.1002/cjoc.201100520,2012
10.1002/cjoc.201100595,2012
10.1002/cjoc.201100671,2012
10.1002/cjoc.201180288,2011
10.1002/cjoc.201180353,2011
10.1002/cjoc.201200125,2012
10.1002/cjoc.201200575,2012
10.1002/cjoc.201200715,2012
10.1002/cjoc.201400263,2014
10.1002/cjoc.201400569,2014
10.1002/cjoc.201500622,2016
10.1002/cjoc.201500627,2016
10.1002/cjoc.201500636,2016
10.1002/cjoc.201500640,2016
10.1002/cjoc.201600302,2016
10.1002/cjoc.201600466,2016
10.1002/cjoc.201600685,2017
10.1002/cjoc.201600909,2017
10.1002/cjoc.201700117,2017
10.1002/cjoc.201700310,2017
10.1002/cjoc.201800427,2018
10.1002/cjoc.201900511,2020
10.1002/cjoc.202000357,2021
10.1002/cjoc.202100361,2021
10.1002/cjoc.202100534,2021
10.1002/cjoc.202200397,2023
10.1002/cjoc.202200804,2023
10.1002/cjoc.202300677,2024
10.1002/cjoc.70068,2025
10.1002/cnma.201500031,2015
10.1002/cnma.201600121,2016
10.1002/cnma.201700196,2017
10.1002/cnma.201700233,2017
10.1002/cnma.201700256,2018
10.1002/cnma.201700309,2018
10.1002/cnma.201700311,2018
10.1002/cnma.201900110,2019
10.1002/cnma.201900348,2019
10.1002/cnma.201900665,2020
10.1002/cnma.202000654,2021
10.1002/cnma.202100337,2021
10.1002/cnma.202200397,2023
10.1002/cnma.202400302,2024
10.1002/cnma.202400312,2024
10.1002/cphc.200900459,2009
10.1002/cphc.201200262,2012
10.1002/cphc.201300215,2013
10.1002/cphc.201300564,2013
10.1002/cphc.201500209,2015
10.1002/cphc.201501012,2016
10.1002/cphc.201501086,2016
10.1002/cphc.201800439,2018
10.1002/cphc.201800526,2018
10.1002/cphc.201801037,2019
10.1002/cphc.202100673,2022
10.1002/cphc.202300721,2024
10.1002/cphc.202400154,2024
10.1002/cplu.201200188,2012
10.1002/cplu.201200270,2013
10.1002/cplu.201300249,2013
10.1002/cplu.201402027,2014
10.1002/cplu.201402030,2014
10.1002/cplu.201402052,2014
10.1002/cplu.201402123,2015
10.1002/cplu.201402340,2015
10.1002/cplu.201402395,2015
10.1002/cplu.201402453,2015
10.1002/cplu.201500104,2015
10.1002/cplu.201500134,2015
10.1002/cplu.201500308,2015
10.1002/cplu.201500564,2016
10.1002/cplu.201600009,2016
10.1002/cplu.201600025,2016
10.1002/cplu.201600075,2016
10.1002/cplu.201600092,2016
10.1002/cplu.201600129,2016
10.1002/cplu.201600146,2016
10.1002/cplu.201600158,2016
10.1002/cplu.201600163,2016
10.1002/cplu.201600168,2016
10.1002/cplu.201600199,2016
10.1002/cplu.201600456,2017
10.1002/cplu.201700277,2017
10.1002/cplu.201800214,2018
10.1002/cplu.201800377,2018
10.1002/cplu.201800546,2019
10.1002/cplu.201800569,2019
10.1002/cplu.201900109,2019
10.1002/cplu.201900349,2020
10.1002/cplu.201900492,2020
10.1002/cplu.201900635,2019
10.1002/cplu.202000175,2020
10.1002/cplu.202200395,2023
10.1002/cplu.202300072,2023
10.1002/cplu.202300378,2024
10.1002/cplu.202400169,2024
10.1002/cptc.202300031,2023
10.1002/crat.200800001,2008
10.1002/crat.200811112,2008
10.1002/crat.201300439,2014
10.1002/crat.201400095,2014
10.1002/crat.201700017,2017
10.1002/crat.201700105,2017
10.1002/crat.202000124,2021
10.1002/cssc.201000458,2011
10.1002/cssc.201100716,2012
10.1002/cssc.201300836,2014
10.1002/cssc.201402622,2015
10.1002/cssc.201402858,2015
10.1002/cssc.201403230,2015
10.1002/cssc.201403345,2015
10.1002/cssc.201403402,2015
10.1002/cssc.201500695,2015
10.1002/cssc.201500780,2015
10.1002/cssc.201601181,2017
10.1002/cssc.201700164,2017
10.1002/cssc.201700536,2017
10.1002/cssc.201700788,2017
10.1002/cssc.201702122,2018
10.1002/cssc.201702193,2018
10.1002/cssc.201800740,2018
10.1002/cssc.201802446,2019
10.1002/cssc.201902272,2020
10.1002/cssc.202000378,2020
10.1002/cssc.202000434,2020
10.1002/cssc.202000465,2020
10.1002/cssc.202100342,2021
10.1002/cssc.202102368,2022
10.1002/cssc.202200702,2022
10.1002/cssc.202201386,2022
10.1002/cssc.202201535,2022
10.1002/cssc.202201744,2023
10.1002/cssc.202300215,2023
10.1002/cssc.202400885,2024
10.1002/cssc.202400936,2024
10.1002/cssc.202401248,2025
10.1002/cssc.202401968,2025
10.1002/ejic.2003.00594,2004
10.1002/ejic.200300021,2003
10.1002/ejic.200300221,2003
10.1002/ejic.200300390,2004
10.1002/ejic.200300876,2004
10.1002/ejic.200400170,2004
10.1002/ejic.200400173,2004
10.1002/ejic.200400199,2004
10.1002/ejic.200400321,2004
10.1002/ejic.200400648,2005
10.1002/ejic.200500217,2005
10.1002/ejic.200500490,2005
10.1002/ejic.200500735,2005
10.1002/ejic.200500822,2006
10.1002/ejic.200500877,2006
10.1002/ejic.200501146,2006
10.1002/ejic.200501155,2006
10.1002/ejic.200600039,2006
10.1002/ejic.200600169,2006
10.1002/ejic.200600445,2006
10.1002/ejic.200600698,2007
10.1002/ejic.200600712,2007
10.1002/ejic.200600867,2007
10.1002/ejic.200600887,2007
10.1002/ejic.200601014,2007
10.1002/ejic.20060539,2006
10.1002/ejic.200700651,2008
10.1002/ejic.200700701,2007
10.1002/ejic.200700728,2007
10.1002/ejic.200700924,2008
10.1002/ejic.200701060,2008
10.1002/ejic.200701147,2008
10.1002/ejic.200701208,2008
10.1002/ejic.200701284,2008
10.1002/ejic.200800002,2008
10.1002/ejic.200800152,2008
10.1002/ejic.200800222,2008
10.1002/ejic.200800434,2008
10.1002/ejic.200801224,2009
10.1002/ejic.200900144,2009
10.1002/ejic.200900242,2009
10.1002/ejic.200900283,2009
10.1002/ejic.200900375,2009
10.1002/ejic.200900509,2009
10.1002/ejic.200900558,2009
10.1002/ejic.200900596,2009
10.1002/ejic.200900685,2010
10.1002/ejic.200900819,2010
10.1002/ejic.200900902,2010
10.1002/ejic.200900914,2009
10.1002/ejic.200900962,2010
10.1002/ejic.200901064,2010
10.1002/ejic.200901163,2010
10.1002/ejic.200901254,2010
10.1002/ejic.201000146,2010
10.1002/ejic.201000225,2010
10.1002/ejic.201000291,2010
10.1002/ejic.201000353,2010
10.1002/ejic.201000364,2010
10.1002/ejic.201000391,2010
10.1002/ejic.201000402,2010
10.1002/ejic.201000486,2010
10.1002/ejic.201000490,2010
10.1002/ejic.201000491,2010
10.1002/ejic.201000494,2010
10.1002/ejic.201000535,2010
10.1002/ejic.201000541,2010
10.1002/ejic.201000547,2010
10.1002/ejic.201000555,2010
10.1002/ejic.201000578,2010
10.1002/ejic.201000651,2010
10.1002/ejic.201000664,2010
10.1002/ejic.201000731,2010
10.1002/ejic.201000807,2010
10.1002/ejic.201000832,2010
10.1002/ejic.201000928,2011
10.1002/ejic.201000937,2011
10.1002/ejic.201001001,2011
10.1002/ejic.201001125,2011
10.1002/ejic.201001145,2011
10.1002/ejic.201100072,2011
10.1002/ejic.201100213,2011
10.1002/ejic.201100227,2011
10.1002/ejic.201100437,2011
10.1002/ejic.201100450,2011
10.1002/ejic.201100523,2011
10.1002/ejic.201100789,2011
10.1002/ejic.201100913,2012
10.1002/ejic.201100944,2011
10.1002/ejic.201100948,2012
10.1002/ejic.201101099,2012
10.1002/ejic.201101119,2012
10.1002/ejic.201101151,2012
10.1002/ejic.201101295,2012
10.1002/ejic.201200033,2012
10.1002/ejic.201200106,2012
10.1002/ejic.201200127,2012
10.1002/ejic.201200169,2012
10.1002/ejic.201200345,2012
10.1002/ejic.201200417,2012
10.1002/ejic.201200642,2012
10.1002/ejic.201200710,2012
10.1002/ejic.201200888,2012
10.1002/ejic.201200949,2013
10.1002/ejic.201201009,2013
10.1002/ejic.201201092,2013
10.1002/ejic.201201228,2013
10.1002/ejic.201201374,2013
10.1002/ejic.201201461,2013
10.1002/ejic.201201466,2013
10.1002/ejic.201201508,2013
10.1002/ejic.201300112,2013
10.1002/ejic.201300123,2013
10.1002/ejic.201300185,2013
10.1002/ejic.201300495,2013
10.1002/ejic.201300533,2013
10.1002/ejic.201300560,2013
10.1002/ejic.201300637,2013
10.1002/ejic.201300639,2013
10.1002/ejic.201300696,2013
10.1002/ejic.201301010,2013
10.1002/ejic.201301039,2014
10.1002/ejic.201301126,2014
10.1002/ejic.201301312,2014
10.1002/ejic.201301536,2014
10.1002/ejic.201301543,2014
10.1002/ejic.201400085,2014
10.1002/ejic.201402019,2014
10.1002/ejic.201402094,2014
10.1002/ejic.201402099,2014
10.1002/ejic.201402128,2014
10.1002/ejic.201402375,2014
10.1002/ejic.201402419,2014
10.1002/ejic.201402475,2014
10.1002/ejic.201402552,2014
10.1002/ejic.201402737,2014
10.1002/ejic.201402789,2014
10.1002/ejic.201402891,2014
10.1002/ejic.201402938,2015
10.1002/ejic.201403026,2015
10.1002/ejic.201403077,2015
10.1002/ejic.201403149,2015
10.1002/ejic.201403243,2015
10.1002/ejic.201500069,2015
10.1002/ejic.201500133,2015
10.1002/ejic.201500281,2015
10.1002/ejic.201500374,2015
10.1002/ejic.201500431,2015
10.1002/ejic.201500478,2015
10.1002/ejic.201500484,2015
10.1002/ejic.201500678,2015
10.1002/ejic.201500741,2015
10.1002/ejic.201500808,2015
10.1002/ejic.201500975,2015
10.1002/ejic.201501194,2016
10.1002/ejic.201501350,2016
10.1002/ejic.201600069,2016
10.1002/ejic.201600111,2016
10.1002/ejic.201600120,2016
10.1002/ejic.201600134,2016
10.1002/ejic.201600141,2016
10.1002/ejic.201600192,2016
10.1002/ejic.201600211,2016
10.1002/ejic.201600231,2016
10.1002/ejic.201600249,2016
10.1002/ejic.201600295,2016
10.1002/ejic.201600309,2016
10.1002/ejic.201600338,2016
10.1002/ejic.201600359,2016
10.1002/ejic.201600372,2016
10.1002/ejic.201600576,2016
10.1002/ejic.201600613,2016
10.1002/ejic.201600681,2016
10.1002/ejic.201600683,2016
10.1002/ejic.201600809,2016
10.1002/ejic.201600851,2016
10.1002/ejic.201600902,2016
10.1002/ejic.201601100,2017
10.1002/ejic.201601239,2017
10.1002/ejic.201601242,2017
10.1002/ejic.201601320,2017
10.1002/ejic.201601541,2017
10.1002/ejic.201700099,2017
10.1002/ejic.201700157,2017
10.1002/ejic.201700294,2017
10.1002/ejic.201700446,2017
10.1002/ejic.201700662,2017
10.1002/ejic.201700673,2017
10.1002/ejic.201700871,2017
10.1002/ejic.201701161,2018
10.1002/ejic.201701393,2018
10.1002/ejic.201701394,2018
10.1002/ejic.201701474,2018
10.1002/ejic.201800042,2018
10.1002/ejic.201800154,2018
10.1002/ejic.201800197,2018
10.1002/ejic.201800321,2018
10.1002/ejic.201800369,2018
10.1002/ejic.201801278,2019
10.1002/ejic.201801291,2019
10.1002/ejic.201900163,2019
10.1002/ejic.201900285,2019
10.1002/ejic.201900398,2019
10.1002/ejic.201900584,2019
10.1002/ejic.201900643,2019
10.1002/ejic.201900764,2019
10.1002/ejic.201900796,2019
10.1002/ejic.201900876,2019
10.1002/ejic.201900930,2019
10.1002/ejic.201901194,2020
10.1002/ejic.201901230,2020
10.1002/ejic.201901347,2020
10.1002/ejic.202000004,2020
10.1002/ejic.202000011,2020
10.1002/ejic.202000031,2020
10.1002/ejic.202000399,2020
10.1002/ejic.202000435,2020
10.1002/ejic.202000726,2020
10.1002/ejic.202001094,2021
10.1002/ejic.202001163,2021
10.1002/ejic.202100090,2021
10.1002/ejic.202100119,2021
10.1002/ejic.202100126,2021
10.1002/ejic.202100227,2021
10.1002/ejic.202100231,2021
10.1002/ejic.202100279,2021
10.1002/ejic.202100466,2021
10.1002/ejic.202100896,2022
10.1002/ejic.202101082,2022
10.1002/ejic.202200049,2022
10.1002/ejic.202200097,2022
10.1002/ejic.202200110,2022
10.1002/ejic.202200140,2022
10.1002/ejic.202200274,2022
10.1002/ejic.202200278,2022
10.1002/ejic.202200410,2022
10.1002/ejic.202200562,2022
10.1002/ejic.202200646,2023
10.1002/ejic.202300215,2023
10.1002/ejic.202300216,2023
10.1002/ejic.202300559,2024
10.1002/ejic.202400101,2024
10.1002/ejic.202400308,2024
10.1002/ejic.202400459,2024
10.1002/ejic.202400504,2024
10.1002/ejic.202400757,2025
10.1002/ejic.202400785,2025
10.1002/ejic.202400809,2025
10.1002/ejic.202500032,2025
10.1002/ejic201000436,2010
10.1002/ejoc.201001436,2011
10.1002/ejoc.201201162,2013
10.1002/ejoc.201600991,2016
10.1002/ejoc.201700990,2017
10.1002/ejoc.201800882,2018
10.1002/ejoc.201801184,2018
10.1002/ejoc.201801232,2019
10.1002/ejoc.201900094,2019
10.1002/ejoc.201900354,2019
10.1002/ejoc.201900635,2019
10.1002/ejoc.201900970,2019
10.1002/ejoc.201901048,2019
10.1002/ejoc.202000599,2020
10.1002/elan.202100423,2023
10.1002/elan.202200284,2023
10.1002/elps.201600121,2016
10.1002/elps.202200020,2022
10.1002/hlca.201200466,2012
10.1002/ijch.201700116,2018
10.1002/ijch.201800120,2018
10.1002/ijch.201800138,2019
10.1002/ijch.201800155,2019
10.1002/jcc.27270,2024
10.1002/jccs.200900106,2009
10.1002/jccs.201000138,2010
10.1002/jccs.201200041,2012
10.1002/jccs.201200612,2013
10.1002/jccs.201200645,2013
10.1002/jccs.201400116,2014
10.1002/jccs.201400496,2015
10.1002/jccs.201600722,2016
10.1002/jccs.201700266,2018
10.1002/jccs.201800061,2018
10.1002/jccs.201900170,2019
10.1002/jccs.201900257,2020
10.1002/jccs.202000303,2021
10.1002/jccs.202000458,2021
10.1002/jccs.202100096,2021
10.1002/jccs.202100377,2022
10.1002/jccs.202200172,2022
10.1002/jctb.4213,2014
10.1002/jctb.5021,2017
10.1002/jctb.5274,2017
10.1002/jctb.5419,2018
10.1002/jctb.7071,2022
10.1002/jctb.7376,2023
10.1002/jctb.7817,2025
10.1002/jhet.3519,2019
10.1002/jhet.3675,2019
10.1002/jhet.3787,2020
10.1002/jhet.3869,2020
10.1002/jhet.3982,2020
10.1002/jssc.201400100,2014
10.1002/jssc.201800121,2018
10.1002/mame.201400251,2015
10.1002/mame.202100591,2021
10.1002/mame.202300048,2023
10.1002/mawe.202100332,2022
10.1002/open.201800170,2018
10.1002/open.201800243,2019
10.1002/open.201900032,2019
10.1002/open.201900146,2019
10.1002/open.202000291,2021
10.1002/open.202300249,2024
10.1002/open.202400110,2024
10.1002/poc.4150,2021
10.1002/ppsc.202000101,2020
10.1002/ppsc.202000147,2020
10.1002/ppsc.202000185,2020
10.1002/ppsc.202000209,2020
10.1002/ppsc.202100221,2022
10.1002/pssa.202000437,2020
10.1002/qua.25057,2016
10.1002/slct.201500010,2016
10.1002/slct.201600150,2016
10.1002/slct.201600331,2016
10.1002/slct.201600397,2016
10.1002/slct.201600474,2016
10.1002/slct.201600526,2016
10.1002/slct.201600637,2016
10.1002/slct.201600752,2016
10.1002/slct.201600774,2016
10.1002/slct.201600844,2016
10.1002/slct.201601134,2016
10.1002/slct.201601236,2016
10.1002/slct.201601400,2017
10.1002/slct.201601440,2017
10.1002/slct.201601513,2016
10.1002/slct.201700237,2017
10.1002/slct.201700730,2017
10.1002/slct.201700739,2017
10.1002/slct.201701232,2017
10.1002/slct.201701289,2017
10.1002/slct.201701411,2017
10.1002/slct.201701731,2017
10.1002/slct.201701944,2017
10.1002/slct.201702410,2017
10.1002/slct.201702689,2018
10.1002/slct.201702692,2018
10.1002/slct.201702852,2018
10.1002/slct.201800475,2018
10.1002/slct.201800571,2018
10.1002/slct.201800580,2018
10.1002/slct.201800642,2018
10.1002/slct.201800697,2018
10.1002/slct.201800953,2018
10.1002/slct.201801068,2018
10.1002/slct.201801392,2018
10.1002/slct.201801610,2018
10.1002/slct.201801720,2018
10.1002/slct.201801815,2018
10.1002/slct.201802067,2018
10.1002/slct.201802739,2018
10.1002/slct.201802797,2018
10.1002/slct.201802940,2018
10.1002/slct.201803124,2019
10.1002/slct.201803260,2019
10.1002/slct.201803542,2019
10.1002/slct.201803944,2019
10.1002/slct.201803971,2019
10.1002/slct.201900096,2019
10.1002/slct.201900363,2019
10.1002/slct.201901070,2019
10.1002/slct.201901078,2019
10.1002/slct.201901440,2019
10.1002/slct.201901690,2019
10.1002/slct.201902379,2019
10.1002/slct.201902713,2019
10.1002/slct.201902849,2020
10.1002/slct.201902890,2019
10.1002/slct.201902901,2019
10.1002/slct.201903131,2019
10.1002/slct.201903494,2019
10.1002/slct.201903642,2019
10.1002/slct.201904119,2020
10.1002/slct.201904131,2020
10.1002/slct.201904225,2020
10.1002/slct.201904284,2019
10.1002/slct.201904585,2019
10.1002/slct.201904637,2020
10.1002/slct.202000004,2020
10.1002/slct.202000455,2020
10.1002/slct.202000813,2020
10.1002/slct.202001583,2020
10.1002/slct.202001730,2020
10.1002/slct.202001789,2020
10.1002/slct.202002224,2020
10.1002/slct.202002457,2020
10.1002/slct.202002555,2022
10.1002/slct.202002661,2020
10.1002/slct.202002897,2020
10.1002/slct.202003213,2020
10.1002/slct.202003485,2020
10.1002/slct.202003575,2020
10.1002/slct.202003607,2020
10.1002/slct.202003716,2020
10.1002/slct.202003939,2020
10.1002/slct.202004107,2020
10.1002/slct.202004834,2021
10.1002/slct.202100438,2021
10.1002/slct.202100589,2021
10.1002/slct.202101268,2021
10.1002/slct.202101471,2021
10.1002/slct.202101591,2021
10.1002/slct.202102721,2021
10.1002/slct.202103520,2022
10.1002/slct.202103536,2021
10.1002/slct.202103792,2021
10.1002/slct.202103927,2022
10.1002/slct.202104471,2022
10.1002/slct.202200096,2022
10.1002/slct.202200592,2022
10.1002/slct.202201566,2022
10.1002/slct.202201588,2022
10.1002/slct.202202253,2022
10.1002/slct.202202894,2022
10.1002/slct.202203667,2022
10.1002/slct.202203766,2022
10.1002/slct.202204367,2023
10.1002/slct.202204538,2023
10.1002/slct.202204549,2023
10.1002/slct.202204937,2023
10.1002/slct.202300745,2023
10.1002/slct.202300926,2023
10.1002/slct.202301543,2023
10.1002/slct.202302011,2023
10.1002/slct.202303765,2024
10.1002/slct.202303940,2024
10.1002/slct.202304217,2024
10.1002/slct.202304617,2024
10.1002/slct.202304855,2024
10.1002/slct.202304882,2024
10.1002/slct.202304908,2024
10.1002/slct.202304913,2024
10.1002/slct.202400487,2024
10.1002/slct.202400978,2024
10.1002/slct.202401877,2024
10.1002/slct.202402046,2024
10.1002/slct.202402556,2024
10.1002/slct.202402571,2024
10.1002/slct.202402669,2024
10.1002/slct.202404433,2024
10.1002/slct.202404797,2024
10.1002/slct.202405888,2025
10.1002/slct.202501812,2025
10.1002/smll.201100098,2011
10.1002/smll.201200558,2013
10.1002/smll.201303564,2014
10.1002/smll.201600356,2016
10.1002/smll.201601873,2016
