DOI,Classification
10.1002/chem.201001256,Crystal engineering
10.1002/chem.201001549,Functional materials
10.1002/chem.201002568,Crystal engineering
10.1002/chem.201002993,Crystal engineering
10.1002/chem.201003211,Chemical synthesis
10.1002/chem.201003634,Crystal engineering
10.1002/chem.201003708,Crystal engineering
10.1002/chem.201100176,Crystal engineering
10.1002/chem.201100185,Functional materials
10.1002/chem.201100226,Crystal engineering
10.1002/chem.201101015,Crystal engineering
10.1002/chem.201101183,Functional materials
10.1002/chem.201101239,Crystal engineering
10.1002/chem.201101383,Crystal engineering
10.1002/chem.201101477,Crystal engineering
10.1002/chem.201101520,Crystal engineering
10.1002/chem.201101530,Chemical synthesis
10.1002/chem.201101595,Functional materials
10.1002/chem.201101963,Crystal engineering
10.1002/chem.201102295,Functional materials
10.1002/chem.201102357,Functional materials
10.1002/chem.201102953,Crystal engineering
10.1002/chem.201103524,Functional materials
10.1002/chem.201104001,Crystal engineering
10.1002/chem.201200696,Functional materials
10.1002/chem.201200889,Crystal engineering
10.1002/chem.201200957,Functional materials
10.1002/chem.201200980,Chemical synthesis
10.1002/chem.201201743,Functional materials
10.1002/chem.201201820,Functional materials
10.1002/chem.201203093,Functional materials
10.1002/chem.201203145,Crystal engineering
10.1002/chem.201203154,Functional materials
10.1002/chem.201203636,Chemical synthesis
10.1002/chem.201300144,Chemical synthesis
10.1002/chem.201300477,Chemical synthesis
10.1002/chem.201301041,Crystal engineering
10.1002/chem.201301139,Crystal engineering
10.1002/chem.201301536,Crystal engineering
10.1002/chem.201302541,Functional materials
10.1002/chem.201303610,Functional materials
10.1002/chem.201303627,Functional materials
10.1002/chem.201304246,Chemical synthesis
10.1002/chem.201304529,Functional materials
10.1002/chem.201304784,Functional materials
10.1002/chem.201400285,Chemical synthesis
10.1002/chem.201400371,Chemical synthesis
10.1002/chem.201402006,Crystal engineering
10.1002/chem.201402292,Theory & modeling
10.1002/chem.201402365,Chemical synthesis
10.1002/chem.201402923,Chemical synthesis
10.1002/chem.201403115,Functional materials
10.1002/chem.201403162,Chemical synthesis
10.1002/chem.201403382,Functional materials
10.1002/chem.201403909,Chemical synthesis
10.1002/chem.201404803,Crystal engineering
10.1002/chem.201404829,Chemical synthesis
10.1002/chem.201405178,Crystal engineering
10.1002/chem.201405252,Functional materials
10.1002/chem.201405380,Functional materials
10.1002/chem.201405859,Functional materials
10.1002/chem.201405921,Chemical synthesis
10.1002/chem.201405984,Crystal engineering
10.1002/chem.201406119,Crystal engineering
10.1002/chem.201406157,Chemical synthesis
10.1002/chem.201406531,Functional materials
10.1002/chem.201500007,Functional materials
10.1002/chem.201500615,Functional materials
10.1002/chem.201500815,Functional materials
10.1002/chem.201501029,Crystal engineering
10.1002/chem.201501193,Functional materials
10.1002/chem.201501337,Functional materials
10.1002/chem.201501486,Chemical synthesis
10.1002/chem.201501649,Chemical synthesis
10.1002/chem.201501816,Crystal engineering
10.1002/chem.201501976,Functional materials
10.1002/chem.201501988,Chemical synthesis
10.1002/chem.201502203,Crystal engineering
10.1002/chem.201502515,Functional materials
10.1002/chem.201502758,Crystal engineering
10.1002/chem.201502918,Functional materials
10.1002/chem.201503078,Functional materials
10.1002/chem.201503725,Chemical synthesis
10.1002/chem.201504576,Functional materials
10.1002/chem.201504666,Functional materials
10.1002/chem.201504747,Functional materials
10.1002/chem.201504757,Functional materials
10.1002/chem.201504907,Functional materials
10.1002/chem.201504941,Functional materials
10.1002/chem.201505139,Chemical synthesis
10.1002/chem.201505185,Chemical synthesis
10.1002/chem.201505215,Theory & modeling
10.1002/chem.201600143,Theory & modeling
10.1002/chem.201600189,Functional materials
10.1002/chem.201600447,Crystal engineering
10.1002/chem.201600526,Functional materials
10.1002/chem.201600562,Functional materials
10.1002/chem.201600843,Functional materials
10.1002/chem.201600898,Functional materials
10.1002/chem.201601250,Functional materials
10.1002/chem.201601724,Functional materials
10.1002/chem.201601870,Chemical synthesis
10.1002/chem.201601921,Theory & modeling
10.1002/chem.201602127,Functional materials
10.1002/chem.201602157,Functional materials
10.1002/chem.201602318,Chemical synthesis
10.1002/chem.201602641,Functional materials
10.1002/chem.201602924,Chemical synthesis
10.1002/chem.201603299,Functional materials
10.1002/chem.201605473,Functional materials
10.1002/chem.201605507,Chemical synthesis
10.1002/chem.201605903,Functional materials
10.1002/chem.201606056,Functional materials
10.1002/chem.201700985,Crystal engineering
10.1002/chem.201701103,Functional materials
10.1002/chem.201701460,Theory & modeling
10.1002/chem.201702130,Crystal engineering
10.1002/chem.201702430,Functional materials
10.1002/chem.201702533,Crystal engineering
10.1002/chem.201703126,Crystal engineering
10.1002/chem.201703280,Crystal engineering
10.1002/chem.201703510,Functional materials
10.1002/chem.201703682,Functional materials
10.1002/chem.201703827,Chemical synthesis
10.1002/chem.201704190,Chemical synthesis
10.1002/chem.201704341,Chemical synthesis
10.1002/chem.201704749,Functional materials
10.1002/chem.201704771,Crystal engineering
10.1002/chem.201704823,Functional materials
10.1002/chem.201704901,Functional materials
10.1002/chem.201705013,Crystal engineering
10.1002/chem.201705023,Functional materials
10.1002/chem.201705136,Chemical synthesis
10.1002/chem.201705530,Functional materials
10.1002/chem.201705562,Functional materials
10.1002/chem.201800149,Chemical synthesis
10.1002/chem.201800404,Crystal engineering
10.1002/chem.201800612,Chemical synthesis
10.1002/chem.201800694,Functional materials
10.1002/chem.201801267,Chemical synthesis
10.1002/chem.201801648,Functional materials
10.1002/chem.201801821,Functional materials
10.1002/chem.201802041,Functional materials
10.1002/chem.201802124,Functional materials
10.1002/chem.201802189,Chemical synthesis
10.1002/chem.201802387,Functional materials
10.1002/chem.201802455,Functional materials
10.1002/chem.201802804,Crystal engineering
10.1002/chem.201802829,Functional materials
10.1002/chem.201802838,Crystal engineering
10.1002/chem.201803200,Crystal engineering
10.1002/chem.201803221,Functional materials
10.1002/chem.201803635,Functional materials
10.1002/chem.201803842,Chemical synthesis
10.1002/chem.201803900,Functional materials
10.1002/chem.201804133,Chemical synthesis
10.1002/chem.201804673,Functional materials
10.1002/chem.201805024,Crystal engineering
10.1002/chem.201805137,Chemical synthesis
10.1002/chem.201805697,Theory & modeling
10.1002/chem.201806041,Crystal engineering
10.1002/chem.201806146,Functional materials
10.1002/chem.201806414,Theory & modeling
10.1002/chem.201806417,Functional materials
10.1002/chem.201900231,Functional materials
10.1002/chem.201900329,Chemical synthesis
10.1002/chem.201900607,Crystal engineering
10.1002/chem.201901118,Functional materials
10.1002/chem.201901554,Chemical synthesis
10.1002/chem.201901939,Functional materials
10.1002/chem.201902105,Crystal engineering
10.1002/chem.201902274,Functional materials
10.1002/chem.201902560,Functional materials
10.1002/chem.201902874,Crystal engineering
10.1002/chem.201902981,Chemical synthesis
10.1002/chem.201903630,Chemical synthesis
10.1002/chem.201903888,Chemical synthesis
10.1002/chem.201904798,Chemical synthesis
10.1002/chem.201905260,Chemical synthesis
10.1002/chem.201905280,Crystal engineering
10.1002/chem.201905376,Functional materials
10.1002/chem.201905596,Chemical synthesis
10.1002/chem.201905650,Crystal engineering
10.1002/chem.202000085,Chemical synthesis
10.1002/chem.202000475,Chemical synthesis
10.1002/chem.202000505,Chemical synthesis
10.1002/chem.202000993,Chemical synthesis
10.1002/chem.202001052,Crystal engineering
10.1002/chem.202001438,Chemical synthesis
10.1002/chem.202001468,Functional materials
10.1002/chem.202001661,Functional materials
10.1002/chem.202002293,Chemical synthesis
10.1002/chem.202002493,Functional materials
10.1002/chem.202002541,Chemical synthesis
10.1002/chem.202003206,Functional materials
10.1002/chem.202003716,Functional materials
10.1002/chem.202004345,Chemical synthesis
10.1002/chem.202005217,Chemical synthesis
10.1002/chem.202100528,Chemical synthesis
10.1002/chem.202100733,Crystal engineering
10.1002/chem.202101291,Crystal engineering
10.1002/chem.202101692,Functional materials
10.1002/chem.202102405,Functional materials
10.1002/chem.202103102,Functional materials
10.1002/chem.202103480,Crystal engineering
10.1002/chem.202103781,Functional materials
10.1002/chem.202104041,Theory & modeling
10.1002/chem.202200555,Functional materials
10.1002/chem.202200835,Functional materials
10.1002/chem.202200874,Functional materials
10.1002/chem.202202810,Functional materials
10.1002/chem.202203792,Chemical synthesis
10.1002/chem.202203988,Chemical synthesis
10.1002/chem.202300263,Functional materials
10.1002/chem.202300939,Functional materials
10.1002/chem.202301113,Functional materials
10.1002/chem.202301892,Functional materials
10.1002/chem.202302144,Chemical synthesis
10.1002/chem.202302338,Chemical synthesis
10.1002/chem.202302709,Crystal engineering
10.1002/chem.202302835,Functional materials
10.1002/chem.202303289,Functional materials
10.1002/chem.202303382,Functional materials
10.1002/chem.202303401,Functional materials
10.1002/chem.202303725,Functional materials
10.1002/chem.202303886,Functional materials
10.1002/chem.202304256,Chemical synthesis
10.1002/chem.202400360,Functional materials
10.1002/chem.202400433,Functional materials
10.1002/chem.202400442,Chemical synthesis
10.1002/chem.202400603,Chemical synthesis
10.1002/chem.202400685,Functional materials
10.1002/chem.202400962,Functional materials
10.1002/chem.202401188,Functional materials
10.1002/chem.202401540,Functional materials
10.1002/chem.202402168,Functional materials
10.1002/chem.202402363,Functional materials
10.1002/chem.202402437,Functional materials
10.1002/chem.202402509,Chemical synthesis
10.1002/chem.202403082,Functional materials
10.1002/chem.202403296,Functional materials
10.1002/chem.202403577,Functional materials
10.1002/chem.202403709,Functional materials
10.1002/chem.202404219,Functional materials
10.1002/chem.202500130,Crystal engineering
10.1002/chem.202500255,Functional materials
10.1002/chem.202501845,Functional materials
10.1002/cjoc.200690141,Chemical synthesis
10.1002/cjoc.200890175,Crystal engineering
10.1002/cjoc.200890290,Crystal engineering
10.1002/cjoc.200890291,Crystal engineering
10.1002/cjoc.200890329,Crystal engineering
10.1002/cjoc.200890364,Crystal engineering
10.1002/cjoc.200890387,Crystal engineering
10.1002/cjoc.200990078,Crystal engineering
10.1002/cjoc.201100442,Crystal engineering
10.1002/cjoc.201100520,Crystal engineering
10.1002/cjoc.201100595,Functional materials
10.1002/cjoc.201100671,Crystal engineering
10.1002/cjoc.201180288,Crystal engineering
10.1002/cjoc.201180353,Functional materials
10.1002/cjoc.201200125,Crystal engineering
10.1002/cjoc.201200575,Functional materials
10.1002/cjoc.201200715,Crystal engineering
10.1002/cjoc.201400263,Crystal engineering
10.1002/cjoc.201400569,Crystal engineering
10.1002/cjoc.201500622,Functional materials
10.1002/cjoc.201500627,Crystal engineering
10.1002/cjoc.201500636,Crystal engineering
10.1002/cjoc.201500640,Crystal engineering
10.1002/cjoc.201600302,Crystal engineering
10.1002/cjoc.201600466,Crystal engineering
10.1002/cjoc.201600685,Functional materials
10.1002/cjoc.201600909,Crystal engineering
10.1002/cjoc.201700117,Crystal engineering
10.1002/cjoc.201700310,Crystal engineering
10.1002/cjoc.201800427,Theory & modeling
10.1002/cjoc.201900511,Functional materials
10.1002/cjoc.202000357,Theory & modeling
10.1002/cjoc.202100361,Functional materials
10.1002/cjoc.202100534,Theory & modeling
10.1002/cjoc.202200397,Functional materials
10.1002/cjoc.202200804,Chemical synthesis
10.1002/cjoc.202300677,Functional materials
10.1002/cjoc.70068,Functional materials
10.1002/cnma.201500031,Functional materials
10.1002/cnma.201600121,Chemical synthesis
10.1002/cnma.201700196,Functional materials
10.1002/cnma.201700233,Chemical synthesis
10.1002/cnma.201700256,Functional materials
10.1002/cnma.201700309,Chemical synthesis
10.1002/cnma.201700311,Chemical synthesis
10.1002/cnma.201900110,Functional materials
10.1002/cnma.201900348,Functional materials
10.1002/cnma.201900665,Functional materials
10.1002/cnma.202000654,Functional materials
10.1002/cnma.202100337,Chemical synthesis
10.1002/cnma.202200397,Chemical synthesis
10.1002/cnma.202400302,Functional materials
10.1002/cnma.202400312,Functional materials
10.1002/cphc.200900459,Theory & modeling
10.1002/cphc.201200262,Functional materials
10.1002/cphc.201300215,Functional materials
10.1002/cphc.201300564,Functional materials
10.1002/cphc.201500209,Crystal engineering
10.1002/cphc.201501012,Functional materials
10.1002/cphc.201501086,Chemical synthesis
10.1002/cphc.201800439,Crystal engineering
10.1002/cphc.201800526,Functional materials
10.1002/cphc.201801037,Crystal engineering
10.1002/cphc.202100673,Functional materials
10.1002/cphc.202300721,Theory & modeling
10.1002/cphc.202400154,Chemical synthesis
10.1002/cplu.201200188,Functional materials
10.1002/cplu.201200270,Functional materials
10.1002/cplu.201300249,Crystal engineering
10.1002/cplu.201402027,Functional materials
10.1002/cplu.201402030,Crystal engineering
10.1002/cplu.201402052,Chemical synthesis
10.1002/cplu.201402123,Chemical synthesis
10.1002/cplu.201402340,Crystal engineering
10.1002/cplu.201402395,Chemical synthesis
10.1002/cplu.201402453,Crystal engineering
10.1002/cplu.201500104,Functional materials
10.1002/cplu.201500134,Chemical synthesis
10.1002/cplu.201500308,Functional materials
10.1002/cplu.201500564,Functional materials
10.1002/cplu.201600009,Crystal engineering
10.1002/cplu.201600025,Crystal engineering
10.1002/cplu.201600075,Functional materials
