DOI,Publisher,DOI Link,Classification
10.1039/c5cy01448d,publisher_R,https://doi.org/10.1039/c5cy01448d,Functional materials
10.1039/d1nj02841c,publisher_R,https://doi.org/10.1039/d1nj02841c,Functional materials
10.1002/aoc.6656,publisher_W,https://doi.org/10.1002/aoc.6656,Functional materials
10.1039/c2ce06694g,publisher_R,https://doi.org/10.1039/c2ce06694g,Crystal engineering
10.1039/c3ta11925d,publisher_R,https://doi.org/10.1039/c3ta11925d,Functional materials
10.1039/c8ce01791c,publisher_R,https://doi.org/10.1039/c8ce01791c,Crystal engineering
10.1002/ejic.200400199,publisher_W,https://doi.org/10.1002/ejic.200400199,Crystal engineering
10.1557/s43578-022-00644-9,publisher_S,https://doi.org/10.1557/s43578-022-00644-9,Functional materials
10.1002/slct.202001789,publisher_W,https://doi.org/10.1002/slct.202001789,Functional materials
10.1002/ejic.202100119,publisher_W,https://doi.org/10.1002/ejic.202100119,Functional materials
10.1039/c5dt03111g,publisher_R,https://doi.org/10.1039/c5dt03111g,Crystal engineering
10.1021/ic800761h,publisher_A,https://doi.org/10.1021/ic800761h,Functional materials
10.1002/slct.202404433,publisher_W,https://doi.org/10.1002/slct.202404433,Functional materials
10.1039/d5nj00024f,publisher_R,https://doi.org/10.1039/d5nj00024f,Functional materials
10.1039/c9nj04371c,publisher_R,https://doi.org/10.1039/c9nj04371c,Functional materials
10.1039/c7dt02436c,publisher_R,https://doi.org/10.1039/c7dt02436c,Functional materials
10.1039/c9nj02004g,publisher_R,https://doi.org/10.1039/c9nj02004g,Functional materials
10.1021/acs.cgd.4c00913,publisher_A,https://doi.org/10.1021/acs.cgd.4c00913,Functional materials
10.1039/c9qi00340a,publisher_R,https://doi.org/10.1039/c9qi00340a,Chemical synthesis
10.1039/d0ra09915e,publisher_R,https://doi.org/10.1039/d0ra09915e,Functional materials
10.1039/d2ra01159j,publisher_R,https://doi.org/10.1039/d2ra01159j,Functional materials
10.1039/d0nj03714a,publisher_R,https://doi.org/10.1039/d0nj03714a,Functional materials
10.1002/ejic.200300221,publisher_W,https://doi.org/10.1002/ejic.200300221,Crystal engineering
10.1039/d3sc04171a,publisher_R,https://doi.org/10.1039/d3sc04171a,Crystal engineering
10.1002/aenm.202500211,publisher_W,https://doi.org/10.1002/aenm.202500211,Functional materials
10.1039/c5ra22184f,publisher_R,https://doi.org/10.1039/c5ra22184f,Crystal engineering
10.1039/d1dt01953h,publisher_R,https://doi.org/10.1039/d1dt01953h,Crystal engineering
10.1039/c5dt02437d,publisher_R,https://doi.org/10.1039/c5dt02437d,Functional materials
10.1002/zaac.201200017,publisher_W,https://doi.org/10.1002/zaac.201200017,Crystal engineering
10.1039/c1dt11431j,publisher_R,https://doi.org/10.1039/c1dt11431j,Functional materials
10.1002/ejic.201101151,publisher_W,https://doi.org/10.1002/ejic.201101151,Crystal engineering
10.1007/s10876-019-01648-y,publisher_S,https://doi.org/10.1007/s10876-019-01648-y,Crystal engineering
10.1039/c7dt04087c,publisher_R,https://doi.org/10.1039/c7dt04087c,Functional materials
10.1002/anie.201604730,publisher_W,https://doi.org/10.1002/anie.201604730,Chemical synthesis
10.1039/b615675d,publisher_R,https://doi.org/10.1039/b615675d,Crystal engineering
10.1002/chem.201600526,publisher_W,https://doi.org/10.1002/chem.201600526,Functional materials
10.1039/d2ta07219j,publisher_R,https://doi.org/10.1039/d2ta07219j,Crystal engineering
10.1039/c6cc00862c,publisher_R,https://doi.org/10.1039/c6cc00862c,Functional materials
10.1002/anie.202306497,publisher_W,https://doi.org/10.1002/anie.202306497,Functional materials
10.1039/c9dt02459j,publisher_R,https://doi.org/10.1039/c9dt02459j,Functional materials
10.1039/c2cc34380k,publisher_R,https://doi.org/10.1039/c2cc34380k,Functional materials
10.1021/acs.cgd.9b00477,publisher_A,https://doi.org/10.1021/acs.cgd.9b00477,Functional materials
10.1039/b506786c,publisher_R,https://doi.org/10.1039/b506786c,Functional materials
10.1039/c9qi01204d,publisher_R,https://doi.org/10.1039/c9qi01204d,Functional materials
10.1039/c3dt50641j,publisher_R,https://doi.org/10.1039/c3dt50641j,Crystal engineering
10.1021/ic301857h,publisher_A,https://doi.org/10.1021/ic301857h,Crystal engineering
10.1039/c9dt03489g,publisher_R,https://doi.org/10.1039/c9dt03489g,Crystal engineering
10.1039/d3dt02620e,publisher_R,https://doi.org/10.1039/d3dt02620e,Functional materials
10.1002/zaac.201600448,publisher_W,https://doi.org/10.1002/zaac.201600448,Functional materials
10.1039/c1ce05110e,publisher_R,https://doi.org/10.1039/c1ce05110e,Functional materials
10.1002/chem.201804133,publisher_W,https://doi.org/10.1002/chem.201804133,Chemical synthesis
10.1021/ja060946u,publisher_A,https://doi.org/10.1021/ja060946u,Crystal engineering
10.1039/c6ce00497k,publisher_R,https://doi.org/10.1039/c6ce00497k,Functional materials
10.1039/c6ra16784e,publisher_R,https://doi.org/10.1039/c6ra16784e,Functional materials
10.1039/c3ce41612g,publisher_R,https://doi.org/10.1039/c3ce41612g,Functional materials
10.1002/advs.201600048,publisher_W,https://doi.org/10.1002/advs.201600048,Functional materials
10.1002/ejic.201200127,publisher_W,https://doi.org/10.1002/ejic.201200127,Crystal engineering
10.1021/ic401092j,publisher_A,https://doi.org/10.1021/ic401092j,Functional materials
10.1002/chem.202200835,publisher_W,https://doi.org/10.1002/chem.202200835,Functional materials
10.1002/asia.202400237,publisher_W,https://doi.org/10.1002/asia.202400237,Crystal engineering
10.1039/c7cc08200b,publisher_R,https://doi.org/10.1039/c7cc08200b,Chemical synthesis
10.1002/ejic.201600359,publisher_W,https://doi.org/10.1002/ejic.201600359,Functional materials
10.1039/c8dt01789a,publisher_R,https://doi.org/10.1039/c8dt01789a,Functional materials
10.1021/acs.inorgchem.7b00198,publisher_A,https://doi.org/10.1021/acs.inorgchem.7b00198,Functional materials
10.1021/acsami.0c06672,publisher_A,https://doi.org/10.1021/acsami.0c06672,Functional materials
10.1002/asia.202100145,publisher_W,https://doi.org/10.1002/asia.202100145,Functional materials
10.1039/c7qi00289k,publisher_R,https://doi.org/10.1039/c7qi00289k,Functional materials
10.1039/c8dt04474k,publisher_R,https://doi.org/10.1039/c8dt04474k,Functional materials
10.1002/chem.201703510,publisher_W,https://doi.org/10.1002/chem.201703510,Functional materials
10.1021/acsomega.9b03727,publisher_A,https://doi.org/10.1021/acsomega.9b03727,Functional materials
10.1002/slct.202004834,publisher_W,https://doi.org/10.1002/slct.202004834,Functional materials
10.1021/jacs.0c07525,publisher_A,https://doi.org/10.1021/jacs.0c07525,Functional materials
10.1007/s13738-020-02143-2,publisher_S,https://doi.org/10.1007/s13738-020-02143-2,Functional materials
10.1039/d1ta10385g,publisher_R,https://doi.org/10.1039/d1ta10385g,Functional materials
10.1002/anie.202218027,publisher_W,https://doi.org/10.1002/anie.202218027,Functional materials
10.1021/jacs.4c03038,publisher_A,https://doi.org/10.1021/jacs.4c03038,Functional materials
10.1021/acsami.3c06530,publisher_A,https://doi.org/10.1021/acsami.3c06530,Functional materials
10.1021/acs.chemmater.6b02511,publisher_A,https://doi.org/10.1021/acs.chemmater.6b02511,Functional materials
10.1039/b917987a,publisher_R,https://doi.org/10.1039/b917987a,Chemical synthesis
10.1002/advs.202401070,publisher_W,https://doi.org/10.1002/advs.202401070,Theory & modeling
10.1039/d3sc06734c,publisher_R,https://doi.org/10.1039/d3sc06734c,Chemical synthesis
10.1021/acs.inorgchem.4c03193,publisher_A,https://doi.org/10.1021/acs.inorgchem.4c03193,Functional materials
10.1039/d2nj00308b,publisher_R,https://doi.org/10.1039/d2nj00308b,Crystal engineering
10.1039/c2dt31457f,publisher_R,https://doi.org/10.1039/c2dt31457f,Crystal engineering
10.1039/c5ce00887e,publisher_R,https://doi.org/10.1039/c5ce00887e,Crystal engineering
10.1039/c7ta02069d,publisher_R,https://doi.org/10.1039/c7ta02069d,Functional materials
10.1002/chem.201702533,publisher_W,https://doi.org/10.1002/chem.201702533,Crystal engineering
10.1039/c8ce01971a,publisher_R,https://doi.org/10.1039/c8ce01971a,Chemical synthesis
10.1039/c1ce05639e,publisher_R,https://doi.org/10.1039/c1ce05639e,Crystal engineering
10.1021/cg200581w,publisher_A,https://doi.org/10.1021/cg200581w,Crystal engineering
10.5012/bkcs.2012.33.11.3777,publisher_W,https://doi.org/10.5012/bkcs.2012.33.11.3777,Crystal engineering
10.1039/c8dt02429d,publisher_R,https://doi.org/10.1039/c8dt02429d,Theory & modeling
10.1002/ejic.201100944,publisher_W,https://doi.org/10.1002/ejic.201100944,Crystal engineering
10.1039/c6dt02216b,publisher_R,https://doi.org/10.1039/c6dt02216b,Functional materials
10.1021/cg9007476,publisher_A,https://doi.org/10.1021/cg9007476,Functional materials
10.1039/c7ce00108h,publisher_R,https://doi.org/10.1039/c7ce00108h,Crystal engineering
10.1021/cg300440t,publisher_A,https://doi.org/10.1021/cg300440t,Functional materials
10.1039/c3ce40782a,publisher_R,https://doi.org/10.1039/c3ce40782a,Crystal engineering
10.1039/c4ce00664j,publisher_R,https://doi.org/10.1039/c4ce00664j,Crystal engineering
10.1039/c2ce06176g,publisher_R,https://doi.org/10.1039/c2ce06176g,Crystal engineering
10.1039/c1ce05877k,publisher_R,https://doi.org/10.1039/c1ce05877k,Crystal engineering
10.1039/c2ce25388g,publisher_R,https://doi.org/10.1039/c2ce25388g,Crystal engineering
10.1039/c5ra16112f,publisher_R,https://doi.org/10.1039/c5ra16112f,Crystal engineering
10.1021/cg400934z,publisher_A,https://doi.org/10.1021/cg400934z,Crystal engineering
10.1021/cg400680r,publisher_A,https://doi.org/10.1021/cg400680r,Crystal engineering
10.1021/cg5012617,publisher_A,https://doi.org/10.1021/cg5012617,Crystal engineering
10.1039/c4ce02551b,publisher_R,https://doi.org/10.1039/c4ce02551b,Crystal engineering
10.1039/c5ce00903k,publisher_R,https://doi.org/10.1039/c5ce00903k,Crystal engineering
10.1039/d2ce00745b,publisher_R,https://doi.org/10.1039/d2ce00745b,Crystal engineering
10.1002/ejic.201301010,publisher_W,https://doi.org/10.1002/ejic.201301010,Crystal engineering
10.1021/cg2015644,publisher_A,https://doi.org/10.1021/cg2015644,Functional materials
10.1039/d0ta02033h,publisher_R,https://doi.org/10.1039/d0ta02033h,Chemical synthesis
10.1039/c5ce01454a,publisher_R,https://doi.org/10.1039/c5ce01454a,Functional materials
10.1039/b805727c,publisher_R,https://doi.org/10.1039/b805727c,Crystal engineering
10.1039/c2dt12088g,publisher_R,https://doi.org/10.1039/c2dt12088g,Crystal engineering
10.1039/c4ce00417e,publisher_R,https://doi.org/10.1039/c4ce00417e,Crystal engineering
10.1021/cg901075r,publisher_A,https://doi.org/10.1021/cg901075r,Crystal engineering
10.1002/ejic.201000353,publisher_W,https://doi.org/10.1002/ejic.201000353,Crystal engineering
10.1002/chem.201501193,publisher_W,https://doi.org/10.1002/chem.201501193,Functional materials
10.1021/cg101343k,publisher_A,https://doi.org/10.1021/cg101343k,Crystal engineering
10.1021/acs.inorgchem.7b00074,publisher_A,https://doi.org/10.1021/acs.inorgchem.7b00074,Crystal engineering
10.1021/acs.inorgchem.9b00219,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b00219,Theory & modeling
10.1039/c4ce00461b,publisher_R,https://doi.org/10.1039/c4ce00461b,Crystal engineering
10.1002/anie.202011653,publisher_W,https://doi.org/10.1002/anie.202011653,Crystal engineering
10.1039/c3ce42625d,publisher_R,https://doi.org/10.1039/c3ce42625d,Crystal engineering
10.1021/cg201118x,publisher_A,https://doi.org/10.1021/cg201118x,Crystal engineering
10.1039/b919813j,publisher_R,https://doi.org/10.1039/b919813j,Crystal engineering
10.1039/c8ce01209a,publisher_R,https://doi.org/10.1039/c8ce01209a,Crystal engineering
10.1021/cg3018387,publisher_A,https://doi.org/10.1021/cg3018387,Crystal engineering
10.1039/c3ce42045k,publisher_R,https://doi.org/10.1039/c3ce42045k,Crystal engineering
10.1021/acs.inorgchem.8b02293,publisher_A,https://doi.org/10.1021/acs.inorgchem.8b02293,Functional materials
10.1021/acs.cgd.0c01221,publisher_A,https://doi.org/10.1021/acs.cgd.0c01221,Functional materials
10.1039/c7dt02800h,publisher_R,https://doi.org/10.1039/c7dt02800h,Functional materials
10.1039/c5ra13582f,publisher_R,https://doi.org/10.1039/c5ra13582f,Crystal engineering
10.1039/c3ce40828k,publisher_R,https://doi.org/10.1039/c3ce40828k,Crystal engineering
10.1039/d2dt02290g,publisher_R,https://doi.org/10.1039/d2dt02290g,Crystal engineering
10.1039/c7ce00394c,publisher_R,https://doi.org/10.1039/c7ce00394c,Crystal engineering
10.1021/cg301256g,publisher_A,https://doi.org/10.1021/cg301256g,Crystal engineering
10.1039/d1ce00783a,publisher_R,https://doi.org/10.1039/d1ce00783a,Crystal engineering
10.1039/d2nj01981g,publisher_R,https://doi.org/10.1039/d2nj01981g,Functional materials
10.1039/c1ce05254c,publisher_R,https://doi.org/10.1039/c1ce05254c,Crystal engineering
10.1039/c3dt50532d,publisher_R,https://doi.org/10.1039/c3dt50532d,Crystal engineering
10.1039/c3dt53112k,publisher_R,https://doi.org/10.1039/c3dt53112k,Crystal engineering
10.1039/c5ce01423a,publisher_R,https://doi.org/10.1039/c5ce01423a,Crystal engineering
10.1039/c5ce01995h,publisher_R,https://doi.org/10.1039/c5ce01995h,Crystal engineering
10.1039/c7dt02752d,publisher_R,https://doi.org/10.1039/c7dt02752d,Functional materials
10.1039/b905736f,publisher_R,https://doi.org/10.1039/b905736f,Crystal engineering
10.1021/cg801157k,publisher_A,https://doi.org/10.1021/cg801157k,Crystal engineering
10.1039/c6ra08419b,publisher_R,https://doi.org/10.1039/c6ra08419b,Crystal engineering
10.1021/cg070511y,publisher_A,https://doi.org/10.1021/cg070511y,Crystal engineering
10.1039/c5ra04381f,publisher_R,https://doi.org/10.1039/c5ra04381f,Functional materials
10.1039/c5ce01815c,publisher_R,https://doi.org/10.1039/c5ce01815c,Crystal engineering
10.1039/c3ce00009e,publisher_R,https://doi.org/10.1039/c3ce00009e,Crystal engineering
10.1039/b915889h,publisher_R,https://doi.org/10.1039/b915889h,Crystal engineering
10.1002/ppsc.202000101,publisher_W,https://doi.org/10.1002/ppsc.202000101,Functional materials
10.1039/d3ce00022b,publisher_R,https://doi.org/10.1039/d3ce00022b,Crystal engineering
10.1039/d2cc02314h,publisher_R,https://doi.org/10.1039/d2cc02314h,Functional materials
10.1021/acs.jchemed.2c01226,publisher_A,https://doi.org/10.1021/acs.jchemed.2c01226,Functional materials
10.1039/d3sm01100c,publisher_R,https://doi.org/10.1039/d3sm01100c,Functional materials
10.1002/anie.202215595,publisher_W,https://doi.org/10.1002/anie.202215595,Chemical synthesis
10.1039/c9ce00098d,publisher_R,https://doi.org/10.1039/c9ce00098d,Chemical synthesis
10.1039/d0ce01751e,publisher_R,https://doi.org/10.1039/d0ce01751e,Functional materials
10.1021/acs.langmuir.9b03731,publisher_A,https://doi.org/10.1021/acs.langmuir.9b03731,Functional materials
10.1039/d0tc05573e,publisher_R,https://doi.org/10.1039/d0tc05573e,Functional materials
10.1002/chem.201201820,publisher_W,https://doi.org/10.1002/chem.201201820,Functional materials
10.1021/ic0504137,publisher_A,https://doi.org/10.1021/ic0504137,Chemical synthesis
10.1039/c6ce00358c,publisher_R,https://doi.org/10.1039/c6ce00358c,Crystal engineering
10.1021/acs.inorgchem.1c00589,publisher_A,https://doi.org/10.1021/acs.inorgchem.1c00589,Functional materials
10.1039/d2dt02340g,publisher_R,https://doi.org/10.1039/d2dt02340g,Functional materials
10.1039/d1ra06592k,publisher_R,https://doi.org/10.1039/d1ra06592k,Functional materials
10.1021/acs.inorgchem.9b00701,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b00701,Crystal engineering
10.1002/anie.201801122,publisher_W,https://doi.org/10.1002/anie.201801122,Chemical synthesis
10.1002/chem.202500255,publisher_W,https://doi.org/10.1002/chem.202500255,Functional materials
10.1021/acssuschemeng.1c06032,publisher_A,https://doi.org/10.1021/acssuschemeng.1c06032,Functional materials
10.1021/ic302010e,publisher_A,https://doi.org/10.1021/ic302010e,Functional materials
10.1021/acs.inorgchem.9b00903,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b00903,Chemical synthesis
10.1021/ic800632r,publisher_A,https://doi.org/10.1021/ic800632r,Chemical synthesis
10.1021/acs.chemmater.2c00241,publisher_A,https://doi.org/10.1021/acs.chemmater.2c00241,Crystal engineering
10.1002/slct.202404797,publisher_W,https://doi.org/10.1002/slct.202404797,Functional materials
10.1002/zaac.201400231,publisher_W,https://doi.org/10.1002/zaac.201400231,Functional materials
10.1039/c8qi01396a,publisher_R,https://doi.org/10.1039/c8qi01396a,Functional materials
10.1002/ejic.200600169,publisher_W,https://doi.org/10.1002/ejic.200600169,Crystal engineering
10.1039/c5cc07781h,publisher_R,https://doi.org/10.1039/c5cc07781h,Functional materials
10.1021/cg401601d,publisher_A,https://doi.org/10.1021/cg401601d,Functional materials
10.1002/anie.201901343,publisher_W,https://doi.org/10.1002/anie.201901343,Chemical synthesis
10.1039/d0ra09973b,publisher_R,https://doi.org/10.1039/d0ra09973b,Functional materials
10.1039/c5ra06308f,publisher_R,https://doi.org/10.1039/c5ra06308f,Functional materials
10.1021/cg070144q,publisher_A,https://doi.org/10.1021/cg070144q,Functional materials
10.1002/asia.202100270,publisher_W,https://doi.org/10.1002/asia.202100270,Functional materials
10.1021/acs.inorgchem.1c03246,publisher_A,https://doi.org/10.1021/acs.inorgchem.1c03246,Functional materials
10.1039/d1ra07363j,publisher_R,https://doi.org/10.1039/d1ra07363j,Functional materials
10.1039/d0dt02270e,publisher_R,https://doi.org/10.1039/d0dt02270e,Crystal engineering
10.1002/aoc.4447,publisher_W,https://doi.org/10.1002/aoc.4447,Crystal engineering
10.1021/cg801243a,publisher_A,https://doi.org/10.1021/cg801243a,Crystal engineering
10.1039/c6cc00056h,publisher_R,https://doi.org/10.1039/c6cc00056h,Crystal engineering
10.1021/cg4019053,publisher_A,https://doi.org/10.1021/cg4019053,Crystal engineering
10.1007/s11243-012-9638-8,publisher_S,https://doi.org/10.1007/s11243-012-9638-8,Crystal engineering
10.1039/b903932e,publisher_R,https://doi.org/10.1039/b903932e,Crystal engineering
