doi,main_pdf,si_pdf,raw_output,parsed_json,article_trial_or_failure,article_trial_or_failure_notes,mof_name,crystal_code,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error
10.1039/c8ce01203b,downloaded\10.1039_c8ce01203b.pdf,,mof_json_store\10.1039_c8ce01203b\raw_output.json,mof_json_store\10.1039_c8ce01203b\synthesis_002.json,no,,,1811949,Cd(NO3)2·4H2O,,"0.031 g, 0.1 mmol",0.1,mmol,nan,,,,,nan,,,,,"4,4′-(1H-1,2,4-triazol-1-yl)methylenebis(benzoic acid)",H2tmlb,"0.032 g, 0.1 mmol",0.1,mmol,"4,4′-bis(benzoimidazo-1-yl)biphenyl",bbibp,"0.039 g, 0.1 mmol",0.1,mmol,,,,,,,,,,,,,,,,methanol,MeOH,3 mL,3,water,H2O,3 mL,3,130,130 °C,72,3 days,Teflon-lined autoclave (15 mL),"stirred 0.5 h, then static",,,,,,purple block crystals,70.31,,cds,CoII octahedral nodes (no cluster),"Monoclinic, C2/c; a=26.148(3) Å, b=9.846(11) Å, c=32.580(4) Å, α=90°, β=107.522(5)°, γ=90°",,,not_reported,yes,,photocatalysis,10.1039/c8ce01203b,ok,
10.1039/c8ce01203b,downloaded\10.1039_c8ce01203b.pdf,,mof_json_store\10.1039_c8ce01203b\raw_output.json,mof_json_store\10.1039_c8ce01203b\synthesis_003.json,no,,,1837819,Cd(NO3)2·4H2O,,"0.031 g, 0.1 mmol",0.1,mmol,nan,,,,,nan,,,,,"4,4′-(1H-1,2,4-triazol-1-yl)methylenebis(benzoic acid)",H2tmlb,"0.032 g, 0.1 mmol",0.1,mmol,"1,4-bis(imidazol-1-ylmethyl)benzene",bimmb,"0.024 g, 0.1 mmol",0.1,mmol,,,,,,,,,,,,,,,,ethanol,EtOH,3 mL,3,water,H2O,3 mL,3,130,130 °C,72,3 days,Teflon-lined autoclave (15 mL),"stirred 0.5 h, then static",,,,,,purple block crystals,58.69,,,CoII octahedral nodes (no cluster),"Triclinic, P-1; a=12.054(4) Å, b=15.506(5) Å, c=17.362(6) Å, α=107.078(8)°, β=104.922(8)°, γ=99.429(8)°",,,not_reported,yes,,photocatalysis,10.1039/c8ce01203b,ok,
10.1039/c8ce01203b,downloaded\10.1039_c8ce01203b.pdf,,mof_json_store\10.1039_c8ce01203b\raw_output.json,mof_json_store\10.1039_c8ce01203b\synthesis_004.json,no,,,1840876,Cd(NO3)2·4H2O,,"0.031 g, 0.1 mmol",0.1,mmol,nan,,,,,nan,,,,,"4,4′-(1H-1,2,4-triazol-1-yl)methylenebis(benzoic acid)",H2tmlb,"0.032 g, 0.1 mmol",0.1,mmol,"4,4′-bis(imidazolyl)biphenyl",bibp,"0.029 g, 0.1 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylacetamide",DMA,3 mL,3,water,H2O,3 mL,3,130,130 °C,72,3 days,Teflon-lined autoclave (15 mL),"stirred 0.5 h, then static",,,,,,purple block crystals,70.26,,,CoII octahedral nodes; aqua ligated,"Monoclinic, C2/c; a=46.732(5) Å, b=16.444(2) Å, c=9.815(11) Å, α=90°, β=97.403(3)°, γ=90°",,,not_reported,yes,,photocatalysis;dye_adsorption,10.1039/c8ce01203b,ok,
10.1039/c8ce01051j,downloaded\10.1039_c8ce01051j.pdf,SI downloaded\10.1039_c8ce01051j_SI.pdf,mof_json_store\10.1039_c8ce01051j\raw_output.json,mof_json_store\10.1039_c8ce01051j\synthesis_001.json,no,,HP-Cu-BTC_A,,ErCl3·6H2O,,4.5 mmol,4.5,mmol,YCl3·6H2O,,,,,nan,,,,,"benzene-1,3,5-tricarboxylic acid",H3BTC,2.5 mmol,2.5,mmol,,,,,,,,,,,sodium dodecylbenzene sulfonate,SDBS,0.36 mmol,0.36,mmol,,,,,,ethanol,EtOH,15 mL,15,water,H2O,15 mL,15,120,120 °C,12,12 h,Teflon-lined stainless steel autoclave,static,ethanol,four times,immersed in ethanol four times at 100 °C for 48 h; dried in a vacuum oven at 150 °C for 12 h,150,12,blue,,,,,,,1216,not_reported,not_reported,300,Henry_reaction,10.1039/c8ce01051j,ok,
10.1039/c8ce01051j,downloaded\10.1039_c8ce01051j.pdf,SI downloaded\10.1039_c8ce01051j_SI.pdf,mof_json_store\10.1039_c8ce01051j\raw_output.json,mof_json_store\10.1039_c8ce01051j\synthesis_002.json,no,,HP-Cu-BTC_B,,YCl3·6H2O,,4.5 mmol,4.5,mmol,YbCl3·6H2O,,,,,ErCl3·6H2O,,,,,"benzene-1,3,5-tricarboxylic acid",H3BTC,2.5 mmol,2.5,mmol,,,,,,,,,,,sodium dodecylbenzene sulfonate,SDBS,1.125 mmol,1.125,mmol,,,,,,ethanol,EtOH,15 mL,15,water,H2O,15 mL,15,120,120 °C,12,12 h,Teflon-lined stainless steel autoclave,static,ethanol,four times,immersed in ethanol four times at 100 °C for 48 h; dried in a vacuum oven at 150 °C for 12 h,150,12,blue,,,,,,,812,not_reported,not_reported,300,Henry_reaction,10.1039/c8ce01051j,ok,
10.1039/c8ce01051j,downloaded\10.1039_c8ce01051j.pdf,SI downloaded\10.1039_c8ce01051j_SI.pdf,mof_json_store\10.1039_c8ce01051j\raw_output.json,mof_json_store\10.1039_c8ce01051j\synthesis_003.json,no,,HP-Cu-BTC_C,,YCl3·6H2O,,4.5 mmol,4.5,mmol,YbCl3·6H2O,,,,,ErCl3·6H2O,,,,,"benzene-1,3,5-tricarboxylic acid",H3BTC,2.5 mmol,2.5,mmol,,,,,,,,,,,sodium dodecylbenzene sulfonate,SDBS,1.575 mmol,1.575,mmol,,,,,,ethanol,EtOH,15 mL,15,water,H2O,15 mL,15,120,120 °C,12,12 h,Teflon-lined stainless steel autoclave,static,ethanol,four times,immersed in ethanol four times at 100 °C for 48 h; dried in a vacuum oven at 150 °C for 12 h,150,12,"blue, near-octahedral single crystals",,∼1 μm,,,,,659,not_reported,not_reported,300,Henry_reaction,10.1039/c8ce01051j,ok,
10.1039/c8ce01051j,downloaded\10.1039_c8ce01051j.pdf,SI downloaded\10.1039_c8ce01051j_SI.pdf,mof_json_store\10.1039_c8ce01051j\raw_output.json,mof_json_store\10.1039_c8ce01051j\synthesis_004.json,no,,HP-Cu-BTC_D,,YbCl3·6H2O,,4.5 mmol,4.5,mmol,ErCl3·6H2O,,,,,nan,,,,,"benzene-1,3,5-tricarboxylic acid",H3BTC,2.5 mmol,2.5,mmol,,,,,,,,,,,sodium dodecylbenzene sulfonate,SDBS,1.8 mmol,1.8,mmol,,,,,,ethanol,EtOH,15 mL,15,water,H2O,15 mL,15,120,120 °C,12,12 h,Teflon-lined stainless steel autoclave,static,ethanol,four times,immersed in ethanol four times at 100 °C for 48 h; dried in a vacuum oven at 150 °C for 12 h,150,12,blue,,,,,,,1218,not_reported,not_reported,300,Henry_reaction,10.1039/c8ce01051j,ok,
10.1039/c8ce01051j,downloaded\10.1039_c8ce01051j.pdf,SI downloaded\10.1039_c8ce01051j_SI.pdf,mof_json_store\10.1039_c8ce01051j\raw_output.json,mof_json_store\10.1039_c8ce01051j\synthesis_005.json,no,,C-Cu-BTC,,ErCl3·6H2O,,1.093 g,3.62266,mmol,nan,,,,,nan,,,,,"benzene-1,3,5-tricarboxylic acid",H3BTC,0.525 g,0.525,g,,,,,,,,,,,,,,,,,,,,,ethanol,EtOH,15 mL,15,water,H2O,15 mL,15,120,120 °C,12,12 h,Teflon-lined stainless steel autoclave,static,ethanol,four times,ethanol solvent exchange 4× for 48 h; dried in a vacuum oven at 150 °C for 12 h,150,12,"blue, octahedra",,∼10 μm,,,,,1360,not_reported,not_reported,300,Henry_reaction,10.1039/c8ce01051j,ok,
10.1021/acs.cgd.6b01597,downloaded\10.1021_acs.cgd.6b01597.pdf,SI downloaded\10.1021_acs.cgd.6b01597_SI.pdf,mof_json_store\10.1021_acs.cgd.6b01597\raw_output.json,mof_json_store\10.1021_acs.cgd.6b01597\synthesis_003.json,no,,NH2-MIL-125,,CdCl2·3/2H2O,,"0.51 mL, 1.5 mmol",1.5,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,NH2-BDC,"1.086 g, 6 mmol",6,mmol,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,3.5 mL,3.5,methanol,MeOH,3.5 mL,3.5,150,150 °C,16,16 h,Teflon-lined bomb reactor,static,"DMF, MeOH",MeOH 2×,250 °C under vacuum for 1 day,250,24,yellow truncated bipyramids,,,,,,,1553,not_reported,yes,,water_adsorption,10.1021/acs.cgd.6b01597,ok,
10.1039/c8ce01261j,downloaded\10.1039_c8ce01261j.pdf,SI downloaded\10.1039_c8ce01261j_SI.pdf,mof_json_store\10.1039_c8ce01261j\raw_output.json,mof_json_store\10.1039_c8ce01261j\synthesis_001.json,no,,[Zn(bbib)(ip)]n (1),,ZrOCl2·8H2O,,"30 mg, 0.10 mmol",0.1,mmol,nan,,,,,nan,,,,,"1,3-bis(benzimidazolyl)benzene",bbib,"31 mg, 0.10 mmol",0.1,mmol,isophthalic acid,H2ip,"17 mg, 0.10 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,6 mL,6,water,H2O,3 mL,3,100,100 °C,48,48 h,Teflon-lined autoclave,static,,,,,,colorless block crystals,45,,,,,,,not_reported,not_reported,380,luminescence,10.1039/c8ce01261j,ok,
10.1039/c8ce01261j,downloaded\10.1039_c8ce01261j.pdf,SI downloaded\10.1039_c8ce01261j_SI.pdf,mof_json_store\10.1039_c8ce01261j\raw_output.json,mof_json_store\10.1039_c8ce01261j\synthesis_002.json,no,,{[Zn(bbib)(oba)]·solvents}n (2),,ZrOCl2·8H2O,,"59 mg, 0.20 mmol",0.2,mmol,nan,,,,,nan,,,,,"1,3-bis(benzimidazolyl)benzene",bbib,"31 mg, 0.10 mmol",0.1,mmol,"4,4′-oxybisbenzoic acid",H2oba,"52 mg, 0.20 mmol",0.2,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,6 mL,6,ethanol,EtOH,2 mL,2,160,160 °C,48,48 h,Teflon-lined autoclave,static,,,,,,colorless block crystals,50,,,,,,,not_reported,not_reported,348,luminescence;sensing,10.1039/c8ce01261j,ok,
10.1039/c8ce01261j,downloaded\10.1039_c8ce01261j.pdf,SI downloaded\10.1039_c8ce01261j_SI.pdf,mof_json_store\10.1039_c8ce01261j\raw_output.json,mof_json_store\10.1039_c8ce01261j\synthesis_003.json,no,,{[Zn(bbib)(tp)]·DMF}n (3),,ZrOCl2·8H2O,,"30 mg, 0.10 mmol",0.1,mmol,nan,,,,,nan,,,,,"1,3-bis(benzimidazolyl)benzene",bbib,"31 mg, 0.10 mmol",0.1,mmol,terephthalic acid,H2tp,0.10 mmol,0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,6 mL,6,water,H2O,3 mL,3,100,100 °C,48,48 h,Teflon-lined autoclave,static,,,,,,colorless block crystals,47,,,,,,,not_reported,not_reported,362,luminescence,10.1039/c8ce01261j,ok,
10.1039/c8ce01261j,downloaded\10.1039_c8ce01261j.pdf,SI downloaded\10.1039_c8ce01261j_SI.pdf,mof_json_store\10.1039_c8ce01261j\raw_output.json,mof_json_store\10.1039_c8ce01261j\synthesis_004.json,no,,[Cd(bbib)(ip)]n (4),,ZrOCl2·8H2O,,"31 mg, 0.10 mmol",0.1,mmol,nan,,,,,nan,,,,,"1,3-bis(benzimidazolyl)benzene",bbib,"31 mg, 0.10 mmol",0.1,mmol,isophthalic acid,H2ip,"17 mg, 0.10 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,6 mL,6,water,H2O,3 mL,3,100,100 °C,48,48 h,Teflon-lined autoclave,static,,,,,,colorless block crystals,55,,,binuclear [Cd2(COO)2] SBU,,,,not_reported,not_reported,365,luminescence,10.1039/c8ce01261j,ok,
10.1039/c8ce01261j,downloaded\10.1039_c8ce01261j.pdf,SI downloaded\10.1039_c8ce01261j_SI.pdf,mof_json_store\10.1039_c8ce01261j\raw_output.json,mof_json_store\10.1039_c8ce01261j\synthesis_005.json,no,,{[Cd(bbib)(oba)]·H2O·solvents}n (5),,ZrOCl2·8H2O,,"31 mg, 0.10 mmol",0.1,mmol,nan,,,,,nan,,,,,"1,3-bis(benzimidazolyl)benzene",bbib,"31 mg, 0.10 mmol",0.1,mmol,"4,4′-oxybisbenzoic acid",H2oba,"26 mg, 0.10 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylacetamide",DMA,5 mL,5,water,H2O,5 mL,5,160,160 °C,72,72 h,Teflon-lined autoclave,static,,,,,,colorless block crystals,45,,,,,,,not_reported,not_reported,320,luminescence,10.1039/c8ce01261j,ok,
10.1039/c8ce01261j,downloaded\10.1039_c8ce01261j.pdf,SI downloaded\10.1039_c8ce01261j_SI.pdf,mof_json_store\10.1039_c8ce01261j\raw_output.json,mof_json_store\10.1039_c8ce01261j\synthesis_006.json,no,,{[Cd(bbib)(tp)]·DMF}n (6),,ZrOCl2·8H2O,,0.20 mmol,0.2,mmol,nan,,,,,nan,,,,,"1,3-bis(benzimidazolyl)benzene",bbib,"31 mg, 0.10 mmol",0.1,mmol,terephthalic acid,H2tp,0.20 mmol,0.2,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,6 mL,6,ethanol,EtOH,2 mL,2,160,160 °C,48,48 h,Teflon-lined autoclave,static,,,,,,colorless block crystals,43,,pcu,binuclear [Cd2(COO)2] SBU; pillar-layer,,,,not_reported,not_reported,396,luminescence,10.1039/c8ce01261j,ok,
10.1021/acsami.6b03841,downloaded\10.1021_acsami.6b03841.pdf,SI downloaded\10.1021_acsami.6b03841_SI.pdf,mof_json_store\10.1021_acsami.6b03841\raw_output.json,mof_json_store\10.1021_acsami.6b03841\synthesis_001.json,no,,Up-MOF-Y/Er (JUC-32-type),,ZrOCl2·8H2O,,0.006 mmol,0.006,mmol,nan,,0.094 mmol,0.094,mmol,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.1 mmol,0.1,mmol,,,,,,,,,,,sodium acetate trihydrate (NaAc·3H2O),,0.1 mmol,0.1,mmol,,,,,,"N,N-dimethylformamide",DMF,8 mL,8,water,H2O,4 mL,4,60,60 °C,24,1 day,sealed vial,,DMF,several times,"soaked in methanol for 1 day (50 mL, refreshed every 6 h), then dried under vacuum at 80 °C for 12 h",80,12,white rod-like crystals,,~0.4 μm width × 2 μm length (rods),,RE3+ 7-coordinate nodes forming 1D helical chains,P4322,,59.28,not_reported,not_reported,,luminescence;sensing,10.1021/acsami.6b03841,ok,
10.1021/acsami.6b03841,downloaded\10.1021_acsami.6b03841.pdf,SI downloaded\10.1021_acsami.6b03841_SI.pdf,mof_json_store\10.1021_acsami.6b03841\raw_output.json,mof_json_store\10.1021_acsami.6b03841\synthesis_002.json,no,,Up-MOF-Y/Yb/Er (60/30/10),,ZrOCl2·8H2O,,0.06 mmol,0.06,mmol,nan,,0.03 mmol,0.03,mmol,nan,,0.01 mmol,0.01,mmol,"benzene-1,3,5-tricarboxylic acid",BTC,0.1 mmol,0.1,mmol,,,,,,,,,,,sodium acetate trihydrate (NaAc·3H2O),,0.1 mmol,0.1,mmol,,,,,,"N,N-dimethylformamide",DMF,8 mL,8,water,H2O,4 mL,4,60,60 °C,24,1 day,sealed vial,,DMF,several times,"soaked in methanol for 1 day (50 mL, refreshed every 6 h), then dried under vacuum at 80 °C for 12 h",80,12,white crystalline powder,,,,RE3+ 7-coordinate nodes forming 1D helical chains,P4322,,59.28,not_reported,not_reported,,luminescence;sensing,10.1021/acsami.6b03841,ok,
10.1021/acsami.6b03841,downloaded\10.1021_acsami.6b03841.pdf,SI downloaded\10.1021_acsami.6b03841_SI.pdf,mof_json_store\10.1021_acsami.6b03841\raw_output.json,mof_json_store\10.1021_acsami.6b03841\synthesis_003.json,no,,Up-MOF-Y/Yb/Er (30/60/10),,ZrOCl2·8H2O,,0.03 mmol,0.03,mmol,nan,,0.06 mmol,0.06,mmol,nan,,0.01 mmol,0.01,mmol,"benzene-1,3,5-tricarboxylic acid",BTC,0.1 mmol,0.1,mmol,,,,,,,,,,,sodium acetate trihydrate (NaAc·3H2O),,0.1 mmol,0.1,mmol,,,,,,"N,N-dimethylformamide",DMF,8 mL,8,water,H2O,4 mL,4,60,60 °C,24,1 day,sealed vial,,DMF,several times,"soaked in methanol for 1 day (50 mL, refreshed every 6 h), then dried under vacuum at 80 °C for 12 h",80,12,white crystalline powder,,,,RE3+ 7-coordinate nodes forming 1D helical chains,P4322,,59.28,not_reported,not_reported,,luminescence;sensing,10.1021/acsami.6b03841,ok,
10.1021/acsami.6b03841,downloaded\10.1021_acsami.6b03841.pdf,SI downloaded\10.1021_acsami.6b03841_SI.pdf,mof_json_store\10.1021_acsami.6b03841\raw_output.json,mof_json_store\10.1021_acsami.6b03841\synthesis_004.json,no,,Up-MOF-Yb/Er (90/10),,ZrOCl2·8H2O,,0.09 mmol,0.09,mmol,nan,,0.01 mmol,0.01,mmol,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.1 mmol,0.1,mmol,,,,,,,,,,,sodium acetate trihydrate (NaAc·3H2O),,0.1 mmol,0.1,mmol,,,,,,"N,N-dimethylformamide",DMF,8 mL,8,water,H2O,4 mL,4,60,60 °C,24,1 day,sealed vial,,DMF,several times,"soaked in methanol for 1 day (50 mL, refreshed every 6 h), then dried under vacuum at 80 °C for 12 h",80,12,white crystalline powder,,,,RE3+ 7-coordinate nodes forming 1D helical chains,P4322,,59.28,not_reported,not_reported,,luminescence;sensing,10.1021/acsami.6b03841,ok,
10.1021/acsami.6b03841,downloaded\10.1021_acsami.6b03841.pdf,SI downloaded\10.1021_acsami.6b03841_SI.pdf,mof_json_store\10.1021_acsami.6b03841\raw_output.json,mof_json_store\10.1021_acsami.6b03841\synthesis_005.json,no,,Up-MOF-Er (100% Er),,ZrOCl2·8H2O,,0.1 mmol,0.1,mmol,nan,,,,,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.1 mmol,0.1,mmol,,,,,,,,,,,sodium acetate trihydrate (NaAc·3H2O),,0.1 mmol,0.1,mmol,,,,,,"N,N-dimethylformamide",DMF,8 mL,8,water,H2O,4 mL,4,60,60 °C,24,1 day,sealed vial,,DMF,several times,"soaked in methanol for 1 day (50 mL, refreshed every 6 h), then dried under vacuum at 80 °C for 12 h",80,12,white crystalline powder,,,,RE3+ 7-coordinate nodes forming 1D helical chains,P4322,,59.28,not_reported,not_reported,,luminescence;sensing,10.1021/acsami.6b03841,ok,
10.1039/c8ce01209a,downloaded\10.1039_c8ce01209a.pdf,SI downloaded\10.1039_c8ce01209a_SI.pdf,mof_json_store\10.1039_c8ce01209a\raw_output.json,mof_json_store\10.1039_c8ce01209a\synthesis_001.json,no,,,1833733,ZrOCl2·8H2O,,"0.0296 g, 0.1 mmol",0.1,mmol,nan,,,,,nan,,,,,5-(bis(4-carboxybenzyl)amino)isophthalic acid,H4L,"0.0250 g, 0.05 mmol",0.05,mmol,,,,,,,,,,,sodium hydroxide solution,NaOH,"0.5 mol L−1, adjust pH to 6",,,,,,,,water,H2O,15 mL,15,,,,,170,443 K,72,3 days,Teflon-lined autoclave,static,water,,air-dried at room temperature,,,yellow block crystals,54,0.163 × 0.135 × 0.090 mm,,dinuclear Zn(II) carboxylate rod SBU; 6-connected,"Monoclinic, P21/n; a=9.6600(11), b=22.258(3), c=11.3838(13), β=106.975(2)",,,not_reported,not_reported,,photocatalysis;luminescence,10.1039/c8ce01209a,ok,
10.1039/c8ce01209a,downloaded\10.1039_c8ce01209a.pdf,SI downloaded\10.1039_c8ce01209a_SI.pdf,mof_json_store\10.1039_c8ce01209a\raw_output.json,mof_json_store\10.1039_c8ce01209a\synthesis_002.json,no,,,1833734,ZrOCl2·8H2O,,0.1 mmol,0.1,mmol,nan,,,,,nan,,,,,5-(bis(4-carboxybenzyl)amino)isophthalic acid,H4L,"0.0250 g, 0.05 mmol",0.05,mmol,,,,,,,,,,,sodium hydroxide solution,NaOH,"0.5 mol L−1, adjust pH to 6",,,,,,,,water,H2O,15 mL,15,,,,,170,443 K,72,3 days,Teflon-lined autoclave,static,,,,,,fleshy red block crystals,45,0.484 × 0.317 × 0.143 mm,,,"Orthorhombic, Pna21; a=14.7492(11), b=12.7864(10), c=11.1699(8)",,,not_reported,not_reported,,photocatalysis;luminescence,10.1039/c8ce01209a,ok,
10.1039/c8ce01209a,downloaded\10.1039_c8ce01209a.pdf,SI downloaded\10.1039_c8ce01209a_SI.pdf,mof_json_store\10.1039_c8ce01209a\raw_output.json,mof_json_store\10.1039_c8ce01209a\synthesis_003.json,no,,,1833735,ZrOCl2·8H2O,,0.1 mmol,0.1,mmol,nan,,,,,nan,,,,,5-(bis(4-carboxybenzyl)amino)isophthalic acid,H4L,"0.0250 g, 0.05 mmol",0.05,mmol,,,,,,,,,,,sodium hydroxide solution,NaOH,"0.5 mol L−1, adjust pH to 6",,,,,,,,water,H2O,15 mL,15,,,,,170,443 K,72,3 days,Teflon-lined autoclave,static,,,,,,transparent colorless plate crystals,56,0.513 × 0.395 × 0.183 mm,,,"Orthorhombic, Pbca; a=10.8479(18), b=20.105(3), c=22.305(4)",,,not_reported,not_reported,,photocatalysis;luminescence,10.1039/c8ce01209a,ok,
10.1039/c8ce01209a,downloaded\10.1039_c8ce01209a.pdf,SI downloaded\10.1039_c8ce01209a_SI.pdf,mof_json_store\10.1039_c8ce01209a\raw_output.json,mof_json_store\10.1039_c8ce01209a\synthesis_004.json,no,,,1847206,ZrCl4,,"0.0331 g, 0.1 mmol",0.1,mmol,nan,,,,,nan,,,,,5-(bis(4-carboxybenzyl)amino)isophthalic acid,H4L,"0.0225 g, 0.05 mmol",0.05,mmol,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,6 mL,6,water,H2O,6 mL,6,85,85 °C,72,3 days,glass bottle,"stirred 10 min, then static",,,,,,yellow block crystals,53,0.259 × 0.395 × 0.183 mm,,,"Triclinic, P-1; a=11.1170(10), b=11.2139(10), c=13.6948(12), α=104.0590(10), β=100.2590(10), γ=93.090(2)",,,not_reported,not_reported,,photocatalysis;luminescence,10.1039/c8ce01209a,ok,
10.1021/acs.cgd.4c00224,downloaded\10.1021_acs.cgd.4c00224.pdf,SI downloaded\10.1021_acs.cgd.4c00224_SI.pdf,mof_json_store\10.1021_acs.cgd.4c00224\raw_output.json,mof_json_store\10.1021_acs.cgd.4c00224\synthesis_001.json,no,,[Zr(PZDC)1.0(FUM)0.0]n,,ZrCl4,,"0.241 mmol, 0.069 g",0.241,mmol,nan,,,,,nan,,,,,"3,5-pyrazoledicarboxylic acid",PZDC,ratio PZDC/FUM = 10/0; total linker amount 0.247 mmol,,,,,,,,,,,,,formic acid,,1 mL,1,mL,,,,,,"N,N-dimethylformamide",DMF,2 mL,2,,,,,130,130 °C,72,72 h (after 30 min sonication),screw cap vial,sonicated 30 min; static during heating,"DMF, acetone",3×,80 °C in oven for 12 h,80,12,,,,bct,Zr cluster 10-connected (MOF-802 network),,5.6,,not_reported,not_reported,,,10.1021/acs.cgd.4c00224,ok,
10.1021/acs.cgd.4c00224,downloaded\10.1021_acs.cgd.4c00224.pdf,SI downloaded\10.1021_acs.cgd.4c00224_SI.pdf,mof_json_store\10.1021_acs.cgd.4c00224\raw_output.json,mof_json_store\10.1021_acs.cgd.4c00224\synthesis_002.json,no,,[Zr(PZDC)0.8(FUM)0.2]n,,ZrCl4,,"0.241 mmol, 0.069 g",0.241,mmol,nan,,,,,nan,,,,,"3,5-pyrazoledicarboxylic acid",PZDC,ratio PZDC/FUM = 8/2; total linker amount 0.247 mmol,,,fumaric acid,FUM,ratio PZDC/FUM = 8/2; total linker amount 0.247 mmol,,,,,,,,formic acid,,1 mL,1,mL,,,,,,"N,N-dimethylformamide",DMF,2 mL,2,,,,,130,130 °C,72,72 h (after 30 min sonication),screw cap vial,sonicated 30 min; static during heating,"DMF, acetone",3×,80 °C in oven for 12 h,80,12,octahedra (SEM),,,bct,Zr cluster 10-connected (MOF-802 network),,,212,not_reported,yes,,,10.1021/acs.cgd.4c00224,ok,
10.1021/acs.cgd.4c00224,downloaded\10.1021_acs.cgd.4c00224.pdf,SI downloaded\10.1021_acs.cgd.4c00224_SI.pdf,mof_json_store\10.1021_acs.cgd.4c00224\raw_output.json,mof_json_store\10.1021_acs.cgd.4c00224\synthesis_003.json,no,,[Zr(PZDC)0.5(FUM)0.5]n,,ZrCl4,,"0.241 mmol, 0.069 g",0.241,mmol,nan,,,,,nan,,,,,"3,5-pyrazoledicarboxylic acid",PZDC,ratio PZDC/FUM = 5/5; total linker amount 0.247 mmol,,,fumaric acid,FUM,ratio PZDC/FUM = 5/5; total linker amount 0.247 mmol,,,,,,,,formic acid,,1 mL,1,mL,,,,,,"N,N-dimethylformamide",DMF,2 mL,2,,,,,130,130 °C,72,72 h (after 30 min sonication),screw cap vial,sonicated 30 min; static during heating,"DMF, acetone",3×,80 °C in oven for 12 h,80,12,,,,fcu,Zr6O4(OH)4 12-connected SBU (MOF-801 network),,,,not_reported,not_reported,,,10.1021/acs.cgd.4c00224,ok,
10.1021/acs.cgd.4c00224,downloaded\10.1021_acs.cgd.4c00224.pdf,SI downloaded\10.1021_acs.cgd.4c00224_SI.pdf,mof_json_store\10.1021_acs.cgd.4c00224\raw_output.json,mof_json_store\10.1021_acs.cgd.4c00224\synthesis_004.json,no,,[Zr(PZDC)0.2(FUM)0.8]n,,ZrCl4,,"0.241 mmol, 0.069 g",0.241,mmol,nan,,,,,nan,,,,,"3,5-pyrazoledicarboxylic acid",PZDC,ratio PZDC/FUM = 2/8; total linker amount 0.247 mmol,,,fumaric acid,FUM,ratio PZDC/FUM = 2/8; total linker amount 0.247 mmol,,,,,,,,formic acid,,1 mL,1,mL,,,,,,"N,N-dimethylformamide",DMF,2 mL,2,,,,,130,130 °C,72,72 h (after 30 min sonication),screw cap vial,sonicated 30 min; static during heating,"DMF, acetone",3×,80 °C in oven for 12 h,80,12,,,,fcu,Zr6O4(OH)4 12-connected SBU (MOF-801 network),,,584,not_reported,not_reported,,,10.1021/acs.cgd.4c00224,ok,
